pID,Name,GenerationNumber,Species,PrimaryType,Height,Weight,PrimaryAbility,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,CatchRate,BaseFriendship,BaseExperience,GrowthRate,PrimaryEggType,EggCycles
642,Thundurus Therian Forme,5,Bolt Strike  ,Electric,3.0,61.0,Volt Absorb,79,105,70,145,80,101,3.0,90.0,261.0,Slow,Undiscovered,120.0
643,Reshiram,5,Vast White  ,Dragon,3.2,330.0,Turboblaze,100,120,100,150,120,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
644,Zekrom,5,Deep Black  ,Dragon,2.9,345.0,Teravolt,100,150,120,120,100,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
645,Landorus Incarnate Forme,5,Abundance  ,Ground,1.5,68.0,Sand Force,89,125,90,115,80,101,3.0,90.0,270.0,Slow,Undiscovered,120.0
645,Landorus Therian Forme,5,Abundance  ,Ground,1.3,68.0,Intimidate,89,145,90,105,80,91,3.0,90.0,270.0,Slow,Undiscovered,120.0
646,Kyurem,5,Boundary  ,Dragon,3.0,325.0,Pressure,125,130,90,130,90,95,3.0,0.0,297.0,Slow,Undiscovered,120.0
646,Black Kyurem,5,Boundary  ,Dragon,3.3,325.0,Teravolt,125,170,100,120,90,95,3.0,0.0,315.0,Slow,Undiscovered,120.0
646,White Kyurem,5,Boundary  ,Dragon,3.6,325.0,Turboblaze,125,120,90,170,100,95,3.0,0.0,315.0,Slow,Undiscovered,120.0
647,Keldeo Ordinary Forme,5,Colt  ,Water,1.4,48.5,Justified,91,72,90,129,90,108,3.0,35.0,261.0,Slow,Undiscovered,80.0
647,Keldeo Resolute Forme,5,Colt  ,Water,1.4,48.5,Justified,91,72,90,129,90,108,3.0,35.0,261.0,Slow,Undiscovered,80.0
648,Meloetta Aria Forme,5,Melody  ,Normal,0.6,6.5,Serene Grace,100,77,77,128,128,90,3.0,100.0,270.0,Slow,Undiscovered,120.0
648,Meloetta Pirouette Forme,5,Melody  ,Normal,0.6,6.5,Serene Grace,100,128,90,77,77,128,3.0,100.0,270.0,Slow,Undiscovered,120.0
649,Genesect,5,Paleozoic  ,Bug,1.5,82.5,Download,71,120,95,120,95,99,3.0,0.0,270.0,Slow,Undiscovered,120.0
650,Chespin,6,Spiny Nut  ,Grass,0.4,9.0,Overgrow,56,61,65,48,45,38,45.0,70.0,63.0,Medium Slow,Field,20.0
651,Quilladin,6,Spiny Armor  ,Grass,0.7,29.0,Overgrow,61,78,95,56,58,57,45.0,70.0,142.0,Medium Slow,Field,20.0
652,Chesnaught,6,Spiny Armor  ,Grass,1.6,90.0,Overgrow,88,107,122,74,75,64,45.0,70.0,239.0,Medium Slow,Field,20.0
653,Fennekin,6,Fox  ,Fire,0.4,9.4,Blaze,40,45,40,62,60,60,45.0,70.0,61.0,Medium Slow,Field,20.0
654,Braixen,6,Fox  ,Fire,1.0,14.5,Blaze,59,59,58,90,70,73,45.0,70.0,143.0,Medium Slow,Field,20.0
655,Delphox,6,Fox  ,Fire,1.5,39.0,Blaze,75,69,72,114,100,104,45.0,70.0,240.0,Medium Slow,Field,20.0
656,Froakie,6,Bubble Frog  ,Water,0.3,7.0,Torrent,41,56,40,62,44,71,45.0,70.0,63.0,Medium Slow,Water 1,20.0
657,Frogadier,6,Bubble Frog  ,Water,0.6,10.9,Torrent,54,63,52,83,56,97,45.0,70.0,142.0,Medium Slow,Water 1,20.0
658,Greninja,6,Ninja  ,Water,1.5,40.0,Torrent,72,95,67,103,71,122,45.0,70.0,239.0,Medium Slow,Water 1,20.0
658,Ash-Greninja,6,Ninja  ,Water,1.5,40.0,Battle Bond,72,145,67,153,71,132,45.0,70.0,288.0,Medium Slow,Undiscovered,20.0
659,Bunnelby,6,Digging  ,Normal,0.4,5.0,Pickup,38,36,38,32,36,57,255.0,70.0,47.0,Medium Fast,Field,15.0
660,Diggersby,6,Digging  ,Normal,1.0,42.4,Pickup,85,56,77,50,77,78,127.0,70.0,148.0,Medium Fast,Field,15.0
661,Fletchling,6,Tiny Robin  ,Normal,0.3,1.7,Big Pecks,45,50,43,40,38,62,255.0,70.0,56.0,Medium Slow,Flying,15.0
662,Fletchinder,6,Ember  ,Fire,0.7,16.0,Flame Body,62,73,55,56,52,84,120.0,70.0,134.0,Medium Slow,Flying,15.0
663,Talonflame,6,Scorching  ,Fire,1.2,24.5,Flame Body,78,81,71,74,69,126,45.0,70.0,175.0,Medium Slow,Flying,15.0
664,Scatterbug,6,Scatterdust  ,Bug,0.3,2.5,Shield Dust,38,35,40,27,25,35,255.0,70.0,40.0,Medium Fast,Bug,15.0
665,Spewpa,6,Scatterdust  ,Bug,0.3,8.4,Shed Skin,45,22,60,27,30,29,120.0,70.0,75.0,Medium Fast,Bug,15.0
666,Vivillon,6,Scale  ,Bug,1.2,17.0,Shield Dust,80,52,50,90,50,89,45.0,70.0,185.0,Medium Fast,Bug,15.0
667,Litleo,6,Lion Cub  ,Fire,0.6,13.5,Rivalry,62,50,58,73,54,72,220.0,70.0,74.0,Medium Slow,Field,20.0
668,Pyroar,6,Royal  ,Fire,1.5,81.5,Rivalry,86,68,72,109,66,106,65.0,70.0,177.0,Medium Slow,Field,20.0
669,Flabébé,6,Single Bloom  ,Fairy,0.1,0.1,Flower Veil,44,38,39,61,79,42,225.0,70.0,61.0,Medium Fast,Fairy,20.0
670,Floette,6,Single Bloom  ,Fairy,0.2,0.9,Flower Veil,54,45,47,75,98,52,120.0,70.0,130.0,Medium Fast,Fairy,20.0
671,Florges,6,Garden  ,Fairy,1.1,10.0,Flower Veil,78,65,68,112,154,75,45.0,70.0,248.0,Medium Fast,Fairy,20.0
672,Skiddo,6,Mount  ,Grass,0.9,31.0,Sap Sipper,66,65,48,62,57,52,200.0,70.0,70.0,Medium Fast,Field,20.0
673,Gogoat,6,Mount  ,Grass,1.7,91.0,Sap Sipper,123,100,62,97,81,68,45.0,70.0,186.0,Medium Fast,Field,20.0
674,Pancham,6,Playful  ,Fighting,0.6,8.0,Iron Fist,67,82,62,46,48,43,220.0,70.0,70.0,Medium Fast,Field,25.0
675,Pangoro,6,Daunting  ,Fighting,2.1,136.0,Iron Fist,95,124,78,69,71,58,65.0,70.0,173.0,Medium Fast,Field,25.0
676,Furfrou,6,Poodle  ,Normal,1.2,28.0,Fur Coat,75,80,60,65,90,102,160.0,70.0,165.0,Medium Fast,Field,20.0
677,Espurr,6,Restraint  ,Psychic,0.3,3.5,Keen Eye,62,48,54,63,60,68,190.0,70.0,71.0,Medium Fast,Field,20.0
678,Meowstic Male,6,Constraint  ,Psychic,0.6,8.5,Keen Eye,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,Field,20.0
678,Meowstic Female,6,Constraint  ,Psychic,0.6,8.5,Keen Eye,74,48,76,83,81,104,75.0,70.0,163.0,Medium Fast,Field,20.0
679,Honedge,6,Sword  ,Steel,0.8,2.0,No Guard,45,80,100,35,37,28,180.0,70.0,65.0,Medium Fast,Mineral,20.0
680,Doublade,6,Sword  ,Steel,0.8,4.5,No Guard,59,110,150,45,49,35,90.0,70.0,157.0,Medium Fast,Mineral,20.0
681,Aegislash Blade Forme,6,Royal Sword  ,Steel,1.7,53.0,Stance Change,60,150,50,150,50,60,45.0,70.0,234.0,Medium Fast,Mineral,20.0
681,Aegislash Shield Forme,6,Royal Sword  ,Steel,1.7,53.0,Stance Change,60,50,150,50,150,60,45.0,70.0,234.0,Medium Fast,Mineral,20.0
682,Spritzee,6,Perfume  ,Fairy,0.2,0.5,Healer,78,52,60,63,65,23,200.0,70.0,68.0,Medium Fast,Fairy,20.0
683,Aromatisse,6,Fragrance  ,Fairy,0.8,15.5,Healer,101,72,72,99,89,29,140.0,70.0,162.0,Medium Fast,Fairy,20.0
684,Swirlix,6,Cotton Candy  ,Fairy,0.4,3.5,Sweet Veil,62,48,66,59,57,49,200.0,70.0,68.0,Medium Fast,Fairy,20.0
685,Slurpuff,6,Meringue  ,Fairy,0.8,5.0,Sweet Veil,82,80,86,85,75,72,140.0,70.0,168.0,Medium Fast,Fairy,20.0
686,Inkay,6,Revolving  ,Dark,0.4,3.5,Contrary,53,54,53,37,46,45,190.0,70.0,58.0,Medium Fast,Water 1,20.0
687,Malamar,6,Overturning  ,Dark,1.5,47.0,Contrary,86,92,88,68,75,73,80.0,70.0,169.0,Medium Fast,Water 1,20.0
688,Binacle,6,Two-Handed  ,Rock,0.5,31.0,Sniper,42,52,67,39,56,50,120.0,70.0,61.0,Medium Fast,Water 3,20.0
689,Barbaracle,6,Collective  ,Rock,1.3,96.0,Sniper,72,105,115,54,86,68,45.0,70.0,175.0,Medium Fast,Water 3,20.0
690,Skrelp,6,Mock Kelp  ,Poison,0.5,7.3,Poison Point,50,60,60,60,60,30,225.0,70.0,64.0,Medium Fast,Dragon,20.0
691,Dragalge,6,Mock Kelp  ,Poison,1.8,81.5,Poison Point,65,75,90,97,123,44,55.0,70.0,173.0,Medium Fast,Dragon,20.0
692,Clauncher,6,Water Gun  ,Water,0.5,8.3,Mega Launcher,50,53,62,58,63,44,225.0,70.0,66.0,Slow,Water 1,15.0
693,Clawitzer,6,Howitzer  ,Water,1.3,35.3,Mega Launcher,71,73,88,120,89,59,55.0,70.0,100.0,Slow,Water 1,15.0
694,Helioptile,6,Generator  ,Electric,0.5,6.0,Dry Skin,44,38,33,61,43,70,190.0,70.0,58.0,Medium Fast,Dragon,20.0
695,Heliolisk,6,Generator  ,Electric,1.0,21.0,Dry Skin,62,55,52,109,94,109,75.0,70.0,168.0,Medium Fast,Dragon,20.0
696,Tyrunt,6,Royal Heir  ,Rock,0.8,26.0,Strong Jaw,58,89,77,45,45,48,45.0,70.0,72.0,Medium Fast,Dragon,30.0
697,Tyrantrum,6,Despot  ,Rock,2.5,270.0,Strong Jaw,82,121,119,69,59,71,45.0,70.0,182.0,Medium Fast,Dragon,30.0
698,Amaura,6,Tundra  ,Rock,1.3,25.2,Refrigerate,77,59,50,67,63,46,45.0,70.0,72.0,Medium Fast,Monster,30.0
699,Aurorus,6,Tundra  ,Rock,2.7,225.0,Refrigerate,123,77,72,99,92,58,45.0,70.0,104.0,Medium Fast,Monster,30.0
700,Sylveon,6,Intertwining  ,Fairy,1.0,23.5,Cute Charm,95,65,65,110,130,60,45.0,70.0,184.0,Medium Fast,Field,35.0
701,Hawlucha,6,Wrestling  ,Fighting,0.8,21.5,Limber,78,92,75,74,63,118,100.0,70.0,175.0,Medium Fast,Flying,20.0
702,Dedenne,6,Antenna  ,Electric,0.2,2.2,Cheek Pouch,67,58,57,81,67,101,180.0,70.0,151.0,Medium Fast,Fairy,20.0
703,Carbink,6,Jewel  ,Rock,0.3,5.7,Clear Body,50,50,150,50,150,50,60.0,70.0,100.0,Slow,Fairy,25.0
704,Goomy,6,Soft Tissue  ,Dragon,0.3,2.8,Sap Sipper,45,50,35,55,75,40,45.0,35.0,60.0,Slow,Dragon,40.0
705,Sliggoo,6,Soft Tissue  ,Dragon,0.8,17.5,Sap Sipper,68,75,53,83,113,60,45.0,35.0,158.0,Slow,Dragon,40.0
706,Goodra,6,Dragon  ,Dragon,2.0,150.5,Sap Sipper,90,100,70,110,150,80,45.0,35.0,270.0,Slow,Dragon,40.0
707,Klefki,6,Key Ring  ,Steel,0.2,3.0,Prankster,57,80,91,80,87,75,75.0,70.0,165.0,Fast,Mineral,20.0
708,Phantump,6,Stump  ,Ghost,0.4,7.0,Natural Cure,43,70,48,50,60,38,120.0,70.0,62.0,Medium Fast,Amorphous,20.0
709,Trevenant,6,Elder Tree  ,Ghost,1.5,71.0,Natural Cure,85,110,76,65,82,56,60.0,70.0,166.0,Medium Fast,Amorphous,20.0
710,Pumpkaboo Average Size,6,Pumpkin  ,Ghost,0.4,5.0,Pickup,49,66,70,44,55,51,120.0,70.0,67.0,Medium Fast,Amorphous,20.0
710,Pumpkaboo Small Size,6,Pumpkin  ,Ghost,0.3,3.5,Pickup,44,66,70,44,55,56,120.0,70.0,67.0,Medium Fast,Amorphous,20.0
710,Pumpkaboo Large Size,6,Pumpkin  ,Ghost,0.5,7.5,Pickup,54,66,70,44,55,46,120.0,70.0,67.0,Medium Fast,Amorphous,20.0
710,Pumpkaboo Super Size,6,Pumpkin  ,Ghost,0.8,15.0,Pickup,59,66,70,44,55,41,120.0,70.0,67.0,Medium Fast,Amorphous,20.0
711,Gourgeist Average Size,6,Pumpkin  ,Ghost,0.9,12.5,Pickup,65,90,122,58,75,84,60.0,70.0,173.0,Medium Fast,Amorphous,20.0
711,Gourgeist Small Size,6,Pumpkin  ,Ghost,0.7,9.5,Pickup,55,85,122,58,75,99,60.0,70.0,173.0,Medium Fast,Amorphous,20.0
711,Gourgeist Large Size,6,Pumpkin  ,Ghost,1.1,14.0,Pickup,75,95,122,58,75,69,60.0,70.0,173.0,Medium Fast,Amorphous,20.0
711,Gourgeist Super Size,6,Pumpkin  ,Ghost,1.7,39.0,Pickup,85,100,122,58,75,54,60.0,70.0,173.0,Medium Fast,Amorphous,20.0
712,Bergmite,6,Ice Chunk  ,Ice,1.0,99.5,Own Tempo,55,69,85,32,35,28,190.0,70.0,61.0,Medium Fast,Mineral,20.0
713,Avalugg,6,Iceberg  ,Ice,2.0,505.0,Own Tempo,95,117,184,44,46,28,55.0,70.0,180.0,Medium Fast,Mineral,20.0
714,Noibat,6,Sound Wave  ,Flying,0.5,8.0,Frisk,40,30,35,45,40,55,190.0,70.0,49.0,Medium Fast,Dragon,20.0
715,Noivern,6,Sound Wave  ,Flying,1.5,85.0,Frisk,85,70,80,97,80,123,45.0,70.0,187.0,Medium Fast,Dragon,20.0
716,Xerneas,6,Life  ,Fairy,3.0,215.0,Fairy Aura,126,131,95,131,98,99,45.0,0.0,306.0,Slow,Undiscovered,120.0
717,Yveltal,6,Destruction  ,Dark,5.8,203.0,Dark Aura,126,131,95,131,98,99,45.0,0.0,306.0,Slow,Undiscovered,120.0
718,Zygarde 50% Forme,6,Order  ,Dragon,5.0,305.0,Aura Break,108,100,121,81,95,95,3.0,0.0,270.0,Slow,Undiscovered,120.0
718,Zygarde 10% Forme,6,Order  ,Dragon,1.2,33.5,Aura Break,54,100,71,61,85,115,3.0,0.0,219.0,Slow,Undiscovered,120.0
718,Zygarde Complete Forme,6,Order  ,Dragon,4.5,610.0,Power Construct,216,100,121,91,95,85,3.0,0.0,319.0,Slow,Undiscovered,120.0
719,Diancie,6,Jewel  ,Rock,0.7,8.8,Clear Body,50,100,150,100,150,50,3.0,70.0,270.0,Slow,Undiscovered,25.0
719,Mega Diancie,6,Jewel  ,Rock,1.1,27.8,Magic Bounce,50,160,110,160,110,110,3.0,70.0,315.0,Slow,Undiscovered,25.0
720,Hoopa Hoopa Confined,6,Mischief  ,Psychic,0.5,9.0,Magician,80,110,60,150,130,70,3.0,100.0,270.0,Slow,Undiscovered,120.0
720,Hoopa Hoopa Unbound,6,Djinn  ,Psychic,6.5,490.0,Magician,80,160,60,170,130,80,3.0,100.0,306.0,Slow,Undiscovered,120.0
721,Volcanion,6,Steam  ,Fire,1.7,195.0,Water Absorb,80,110,120,130,90,70,3.0,100.0,270.0,Slow,Undiscovered,120.0
722,Rowlet,7,Grass Quill  ,Grass,0.3,1.5,Overgrow,68,55,55,50,50,42,45.0,70.0,64.0,Medium Slow,Flying,15.0
723,Dartrix,7,Blade Quill  ,Grass,0.7,16.0,Overgrow,78,75,75,70,70,52,45.0,70.0,147.0,Medium Slow,Flying,15.0
724,Decidueye,7,Arrow Quill  ,Grass,1.6,36.6,Overgrow,78,107,75,100,100,70,45.0,70.0,239.0,Medium Slow,Flying,15.0
725,Litten,7,Fire Cat  ,Fire,0.4,4.3,Blaze,45,65,40,60,40,70,45.0,70.0,64.0,Medium Slow,Field,15.0
726,Torracat,7,Fire Cat  ,Fire,0.7,25.0,Blaze,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,Field,15.0
727,Incineroar,7,Heel  ,Fire,1.8,83.0,Blaze,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,Field,15.0
728,Popplio,7,Sea Lion  ,Water,0.4,7.5,Torrent,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,Field,15.0
729,Brionne,7,Pop Star  ,Water,0.6,17.5,Torrent,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,Field,15.0
730,Primarina,7,Soloist  ,Water,1.8,44.0,Torrent,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,Field,15.0
731,Pikipek,7,Woodpecker  ,Normal,0.3,1.2,Keen Eye,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,Flying,15.0
732,Trumbeak,7,Bugle Beak  ,Normal,0.6,14.8,Keen Eye,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,Flying,15.0
733,Toucannon,7,Cannon  ,Normal,1.1,26.0,Keen Eye,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,Flying,15.0
734,Yungoos,7,Loitering  ,Normal,0.4,6.0,Strong Jaw,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,Field,15.0
735,Gumshoos,7,Stakeout  ,Normal,0.7,14.2,Strong Jaw,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,Field,15.0
736,Grubbin,7,Larva  ,Bug,0.4,4.4,Swarm,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,Bug,15.0
737,Charjabug,7,Battery  ,Bug,0.5,10.5,Battery,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,Bug,15.0
738,Vikavolt,7,Stag Beetle  ,Bug,1.5,45.0,Levitate,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,Bug,15.0
739,Crabrawler,7,Boxing  ,Fighting,0.6,7.0,Hyper Cutter,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,Water 3,20.0
740,Crabominable,7,Woolly Crab  ,Fighting,1.7,180.0,Hyper Cutter,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,Water 3,20.0
741,Oricorio Baile Style,7,Dancing  ,Fire,0.6,3.4,Dancer,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,Flying,20.0
741,Oricorio Pom-Pom Style,7,Dancing  ,Electric,0.6,3.4,Dancer,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,Flying,20.0
741,Oricorio Pa'u Style,7,Dancing  ,Psychic,0.6,3.4,Dancer,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,Flying,20.0
741,Oricorio Sensu Style,7,Dancing  ,Ghost,0.6,3.4,Dancer,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,Flying,20.0
742,Cutiefly,7,Bee Fly  ,Bug,0.1,0.2,Honey Gather,40,45,40,55,40,84,190.0,70.0,61.0,Medium Fast,Bug,20.0
743,Ribombee,7,Bee Fly  ,Bug,0.2,0.5,Honey Gather,60,55,60,95,70,124,75.0,70.0,162.0,Medium Fast,Bug,20.0
744,Rockruff,7,Puppy  ,Rock,0.5,9.2,Keen Eye,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,Field,15.0
744,Own Tempo Rockruff,7,Puppy  ,Rock,0.5,9.2,Own Tempo,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,Field,15.0
745,Lycanroc Midday Form,7,Wolf  ,Rock,0.8,25.0,Keen Eye,75,115,65,55,65,112,90.0,70.0,170.0,Medium Fast,Field,15.0
745,Lycanroc Midnight Form,7,Wolf  ,Rock,1.1,25.0,Keen Eye,85,115,75,55,75,82,90.0,70.0,170.0,Medium Fast,Field,15.0
745,Lycanroc Dusk Form,7,Wolf  ,Rock,0.8,25.0,Tough Claws,75,117,65,55,65,110,90.0,70.0,170.0,Medium Fast,Field,15.0
746,Wishiwashi Solo Form,7,Small Fry  ,Water,0.2,0.3,Schooling,45,20,20,25,25,40,60.0,70.0,61.0,Fast,Water 2,15.0
746,Wishiwashi School Form,7,Small Fry  ,Water,8.2,78.6,Schooling,45,140,130,140,135,30,60.0,70.0,217.0,Fast,Water 2,15.0
747,Mareanie,7,Brutal Star  ,Poison,0.4,8.0,Merciless,50,53,62,43,52,45,190.0,70.0,61.0,Medium Fast,Water 1,20.0
748,Toxapex,7,Brutal Star  ,Poison,0.7,14.5,Merciless,50,63,152,53,142,35,75.0,70.0,173.0,Medium Fast,Water 1,20.0
749,Mudbray,7,Donkey  ,Ground,1.0,110.0,Own Tempo,70,100,70,45,55,45,190.0,70.0,77.0,Medium Fast,Field,20.0
750,Mudsdale,7,Draft Horse  ,Ground,2.5,920.0,Own Tempo,100,125,100,55,85,35,60.0,70.0,175.0,Medium Fast,Field,20.0
751,Dewpider,7,Water Bubble  ,Water,0.3,4.0,Water Bubble,38,40,52,40,72,27,200.0,70.0,54.0,Medium Fast,Bug,15.0
752,Araquanid,7,Water Bubble  ,Water,1.8,82.0,Water Bubble,68,70,92,50,132,42,100.0,70.0,159.0,Medium Fast,Bug,15.0
753,Fomantis,7,Sickle Grass  ,Grass,0.3,1.5,Leaf Guard,40,55,35,50,35,35,190.0,70.0,50.0,Medium Fast,Grass,20.0
754,Lurantis,7,Bloom Sickle  ,Grass,0.9,18.5,Leaf Guard,70,105,90,80,90,45,75.0,70.0,168.0,Medium Fast,Grass,20.0
755,Morelull,7,Illuminating  ,Grass,0.2,1.5,Illuminate,40,35,55,65,75,15,190.0,70.0,57.0,Medium Fast,Grass,20.0
756,Shiinotic,7,Illuminating  ,Grass,1.0,11.5,Illuminate,60,45,80,90,100,30,75.0,70.0,142.0,Medium Fast,Grass,20.0
757,Salandit,7,Toxic Lizard  ,Poison,0.6,4.8,Corrosion,48,44,40,71,40,77,120.0,70.0,64.0,Medium Fast,Dragon,20.0
758,Salazzle,7,Toxic Lizard  ,Poison,1.2,22.2,Corrosion,68,64,60,111,60,117,45.0,70.0,168.0,Medium Fast,Dragon,20.0
759,Stufful,7,Flailing  ,Normal,0.5,6.8,Fluffy,70,75,50,45,50,50,140.0,70.0,68.0,Medium Fast,Field,15.0
760,Bewear,7,Strong Arm  ,Normal,2.1,135.0,Fluffy,120,125,80,55,60,60,70.0,70.0,175.0,Medium Fast,Field,15.0
761,Bounsweet,7,Fruit  ,Grass,0.3,3.2,Leaf Guard,42,30,38,30,38,32,235.0,70.0,42.0,Medium Slow,Grass,20.0
762,Steenee,7,Fruit  ,Grass,0.7,8.2,Leaf Guard,52,40,48,40,48,62,120.0,70.0,102.0,Medium Slow,Grass,20.0
763,Tsareena,7,Fruit  ,Grass,1.2,21.4,Leaf Guard,72,120,98,50,98,72,45.0,70.0,230.0,Medium Slow,Grass,20.0
764,Comfey,7,Posy Picker  ,Fairy,0.1,0.3,Flower Veil,51,52,90,82,110,100,60.0,70.0,170.0,Fast,Grass,20.0
765,Oranguru,7,Sage  ,Normal,1.5,76.0,Inner Focus,90,60,80,90,110,60,45.0,70.0,172.0,Slow,Field,20.0
766,Passimian,7,Teamwork  ,Fighting,2.0,82.8,Receiver,100,120,90,40,60,80,45.0,70.0,172.0,Slow,Field,20.0
767,Wimpod,7,Turn Tail  ,Bug,0.5,12.0,Wimp Out,25,35,40,20,30,80,90.0,70.0,46.0,Medium Fast,Bug,20.0
768,Golisopod,7,Hard Scale  ,Bug,2.0,108.0,Emergency Exit,75,125,140,60,90,40,45.0,70.0,186.0,Medium Fast,Bug,20.0
769,Sandygast,7,Sand Heap  ,Ghost,0.5,70.0,Water Compaction,55,55,80,70,45,15,140.0,70.0,64.0,Medium Fast,Amorphous,15.0
770,Palossand,7,Sand Castle  ,Ghost,1.3,250.0,Water Compaction,85,75,110,100,75,35,60.0,70.0,168.0,Medium Fast,Amorphous,15.0
771,Pyukumuku,7,Sea Cucumber  ,Water,0.3,1.2,Innards Out,55,60,130,30,130,5,60.0,70.0,144.0,Fast,Water 1,15.0
772,Type: Null,7,Synthetic  ,Normal,1.9,120.5,Battle Armor,95,95,95,95,95,59,3.0,0.0,107.0,Slow,Undiscovered,120.0
773,Silvally,7,Synthetic  ,Normal,2.3,100.5,RKS System,95,95,95,95,95,95,3.0,0.0,257.0,Slow,Undiscovered,120.0
774,Minior Meteor Form,7,Meteor  ,Rock,0.3,40.0,Shields Down,60,60,100,60,100,60,30.0,70.0,154.0,Medium Slow,Mineral,25.0
774,Minior Core Form,7,Meteor  ,Rock,0.3,0.3,Shields Down,60,100,60,100,60,120,30.0,70.0,175.0,Medium Slow,Mineral,25.0
775,Komala,7,Drowsing  ,Normal,0.4,19.9,Comatose,65,115,65,75,95,65,45.0,70.0,168.0,Slow,Field,20.0
776,Turtonator,7,Blast Turtle  ,Fire,2.0,212.0,Shell Armor,60,78,135,91,85,36,70.0,70.0,170.0,Medium Fast,Dragon,20.0
777,Togedemaru,7,Roly-Poly  ,Electric,0.3,3.3,Iron Barbs,65,98,63,40,73,96,180.0,70.0,152.0,Medium Fast,Fairy,10.0
778,Mimikyu,7,Disguise  ,Ghost,0.2,0.7,Disguise,55,90,80,50,105,96,45.0,70.0,167.0,Medium Fast,Amorphous,20.0
779,Bruxish,7,Gnash Teeth  ,Water,0.9,19.0,Dazzling,68,105,70,70,70,92,80.0,70.0,166.0,Medium Fast,Water 2,15.0
780,Drampa,7,Placid  ,Normal,3.0,185.0,Berserk,78,60,85,135,91,36,70.0,70.0,170.0,Medium Fast,Dragon,20.0
781,Dhelmise,7,Sea Creeper  ,Ghost,3.9,210.0,Steelworker,70,131,100,86,90,40,25.0,70.0,181.0,Medium Fast,Mineral,25.0
782,Jangmo-o,7,Scaly  ,Dragon,0.6,29.7,Bulletproof,45,55,65,45,45,45,45.0,70.0,60.0,Slow,Dragon,40.0
783,Hakamo-o,7,Scaly  ,Dragon,1.2,47.0,Bulletproof,55,75,90,65,70,65,45.0,70.0,147.0,Slow,Dragon,40.0
784,Kommo-o,7,Scaly  ,Dragon,1.6,78.2,Bulletproof,75,110,125,100,105,85,45.0,70.0,270.0,Slow,Dragon,40.0
785,Tapu Koko,7,Land Spirit  ,Electric,1.8,20.5,Electric Surge,70,115,85,95,75,130,3.0,70.0,257.0,Slow,Undiscovered,15.0
786,Tapu Lele,7,Land Spirit  ,Psychic,1.2,18.6,Psychic Surge,70,85,75,130,115,95,3.0,70.0,257.0,Slow,Undiscovered,15.0
787,Tapu Bulu,7,Land Spirit  ,Grass,1.9,45.5,Grassy Surge,70,130,115,85,95,75,3.0,70.0,257.0,Slow,Undiscovered,15.0
788,Tapu Fini,7,Land Spirit  ,Water,1.3,21.2,Misty Surge,70,75,115,95,130,85,3.0,70.0,257.0,Slow,Undiscovered,15.0
789,Cosmog,7,Nebula  ,Psychic,0.2,0.1,Unaware,43,29,31,29,31,37,45.0,0.0,40.0,Slow,Undiscovered,120.0
790,Cosmoem,7,Protostar  ,Psychic,0.1,999.9,Sturdy,43,29,131,29,131,37,45.0,0.0,140.0,Slow,Undiscovered,120.0
791,Solgaleo,7,Sunne  ,Psychic,3.4,230.0,Full Metal Body,137,137,107,113,89,97,45.0,0.0,306.0,Slow,Undiscovered,120.0
792,Lunala,7,Moone  ,Psychic,4.0,120.0,Shadow Shield,137,113,89,137,107,97,45.0,0.0,306.0,Slow,Undiscovered,120.0
793,Nihilego,7,Parasite  ,Rock,1.2,55.5,Beast Boost,109,53,47,127,131,103,45.0,0.0,257.0,Slow,Undiscovered,120.0
794,Buzzwole,7,Swollen  ,Bug,2.4,333.6,Beast Boost,107,139,139,53,53,79,45.0,0.0,257.0,Slow,Undiscovered,120.0
795,Pheromosa,7,Lissome  ,Bug,1.8,25.0,Beast Boost,71,137,37,137,37,151,45.0,0.0,257.0,Slow,Undiscovered,120.0
796,Xurkitree,7,Glowing  ,Electric,3.8,100.0,Beast Boost,83,89,71,173,71,83,45.0,0.0,257.0,Slow,Undiscovered,120.0
